dias;Appliances;lights;T1;RH_1;T2;RH_2;T3;RH_3;T4;RH_4;T5;RH_5;T6;RH_6;T7;RH_7;T8;RH_8;T9;RH_9;T_out;Press_mm_hg;RH_out;Windspeed;Visibility;Tdewpoint;rv1;rv2
Quarta;130;0;20,10;46,03;19,10;43,84;19,89;44,79;19,86;44,03;17,86;50,86;7,47;80,36;17,89;39,59;18,50;47,29;17,10;44,50;7,33;743,50;79,67;7,33;40,00;4,03;24,22;24,22
Quarta;140;0;20,07;45,36;19,10;43,74;19,89;44,86;19,79;43,86;17,79;50,93;7,66;78,79;17,89;39,59;18,50;47,33;17,10;44,40;7,25;743,50;80,00;7,50;40,00;4,00;8,67;8,67
Quarta;240;0;20,00;44,96;19,10;43,60;19,89;44,83;19,73;43,53;17,79;51,00;7,53;78,19;17,89;39,59;18,50;47,28;17,10;44,33;7,17;743,50;80,33;7,67;40,00;3,97;37,74;37,74
Quarta;50;0;20,00;44,76;19,10;43,49;19,89;44,90;19,70;43,50;17,79;51,00;7,62;78,73;17,95;39,56;18,50;47,14;17,10;44,29;7,08;743,50;80,67;7,83;40,00;3,93;22,69;22,69
Quarta;60;0;20,00;44,59;19,10;43,42;19,89;44,90;19,70;43,50;17,79;51,00;7,69;77,20;18,08;39,48;18,50;47,01;17,10;44,23;7,00;743,50;81,00;8,00;40,00;3,90;25,56;25,56
Quarta;60;0;20,00;44,43;19,10;43,33;19,89;44,90;19,70;43,47;17,79;51,00;7,56;76,32;18,18;39,27;18,50;46,92;17,10;44,20;6,98;743,55;80,17;7,50;40,00;3,73;10,38;10,38
Quarta;60;0;20,00;44,26;19,10;43,29;19,89;44,90;19,70;43,40;17,79;51,00;7,43;76,46;18,18;39,09;18,50;46,86;17,10;44,20;6,97;743,60;79,33;7,00;40,00;3,57;11,43;11,43
Quarta;370;0;20,00;44,20;19,10;43,29;19,89;44,90;19,60;43,20;17,73;51,00;7,29;77,40;18,10;39,09;18,50;46,79;17,10;44,13;6,95;743,65;78,50;6,50;40,00;3,40;29,79;29,79
Quarta;200;0;20,00;44,06;19,03;43,23;19,95;44,90;19,60;43,13;17,79;51,00;6,90;77,63;18,07;39,06;18,50;47,00;17,10;44,00;6,93;743,70;77,67;6,00;40,00;3,23;28,74;28,74
Quarta;70;0;20,00;44,06;19,00;43,20;19,89;44,90;19,57;43,06;17,70;51,00;6,97;78,83;18,00;39,00;18,43;46,93;17,10;43,93;6,92;743,75;76,83;5,50;40,00;3,07;3,85;3,85
Quarta;50;0;20,00;44,09;19,00;43,13;19,89;44,83;19,50;43,00;17,70;51,00;6,97;79,49;17,97;39,00;18,46;47,00;17,10;43,79;6,90;743,80;76,00;5,00;40,00;2,90;1,78;1,78
Quarta;40;0;20,00;44,03;19,00;43,09;19,89;44,90;19,46;43,06;17,70;51,00;6,83;78,76;17,89;39,00;18,39;47,00;17,10;43,79;6,80;743,82;77,00;4,83;40,00;3,00;32,14;32,14
Quarta;40;0;19,96;43,90;18,93;43,09;19,89;44,90;19,39;43,00;17,70;51,00;6,37;79,06;18,03;39,09;18,39;46,90;17,10;43,70;6,70;743,83;78,00;4,67;40,00;3,10;46,43;46,43
Quarta;30;0;19,96;43,90;19,03;43,06;19,89;44,79;19,45;43,15;17,70;51,00;6,43;82,53;18,17;39,03;18,50;46,67;17,10;43,76;6,60;743,85;79,00;4,50;40,00;3,20;29,90;29,90
Quarta;30;0;20,00;43,86;19,10;43,00;19,89;44,79;19,53;43,16;17,70;51,00;6,93;81,03;18,32;38,83;18,67;46,53;17,17;43,79;6,50;743,87;80,00;4,33;40,00;3,30;28,05;28,05
Quarta;30;0;20,07;43,86;19,13;42,86;19,89;44,76;19,60;43,03;17,70;51,00;7,00;76,83;18,45;38,65;18,79;46,22;17,17;43,79;6,40;743,88;81,00;4,17;40,00;3,40;26,30;26,30
Quarta;30;0;20,10;43,79;19,20;42,72;19,89;44,70;19,60;42,86;17,70;51,00;6,93;75,13;18,53;38,25;18,79;45,98;17,20;43,79;6,30;743,90;82,00;4,00;40,00;3,50;49,25;49,25
Quarta;40;0;20,10;43,73;19,14;42,65;19,89;44,70;19,53;42,79;17,70;51,06;6,73;75,33;18,49;38,19;18,78;45,89;17,20;43,73;6,33;743,95;80,83;4,50;38,17;3,30;25,38;25,38
Quarta;50;0;20,10;43,56;19,13;42,59;19,89;44,76;19,39;42,59;17,67;51,00;6,53;73,76;18,39;38,03;18,72;45,81;17,20;43,66;6,37;744,00;79,67;5,00;36,33;3,10;34,14;34,14
Quarta;40;0;20,10;43,43;19,10;42,59;19,89;44,79;19,39;42,59;17,60;51,00;6,33;73,50;18,38;38,00;18,70;45,79;17,20;43,53;6,40;744,05;78,50;5,50;34,50;2,90;30,08;30,08
Quarta;40;0;20,10;43,16;19,04;42,53;19,82;44,73;19,29;42,59;17,60;50,97;6,12;75,70;18,24;37,95;18,70;45,72;17,10;43,40;6,43;744,10;77,33;6,00;32,67;2,70;11,94;11,94
Quarta;40;0;20,10;43,03;19,01;42,43;19,79;44,70;19,29;42,59;17,60;50,90;6,19;76,37;18,20;37,90;18,63;45,71;17,10;43,33;6,47;744,15;76,17;6,50;30,83;2,50;12,91;12,91
Quarta;60;0;20,07;42,83;19,00;42,42;19,79;44,70;19,26;42,56;17,60;50,90;6,16;76,89;18,14;37,91;18,60;45,79;17,10;43,26;6,50;744,20;75,00;7,00;29,00;2,30;36,47;36,47
Quarta;60;10;20,00;42,67;19,00;42,43;19,79;44,66;19,20;42,56;17,60;50,90;6,09;77,56;18,10;37,95;18,60;45,81;17,10;43,20;6,32;744,28;76,67;7,00;30,83;2,43;22,63;22,63
Quarta;210;20;20,00;42,53;18,99;42,47;19,79;44,59;19,20;42,63;17,60;50,79;6,09;78,00;18,10;38,05;18,60;45,90;17,10;43,15;6,13;744,37;78,33;7,00;32,67;2,57;8,76;8,76
Quarta;380;20;20,03;43,50;18,90;42,58;19,82;44,59;19,20;42,76;17,60;50,73;6,06;78,70;18,02;38,06;18,54;46,00;17,10;43,00;5,95;744,45;80,00;7,00;34,50;2,70;37,33;37,33
Quarta;370;40;20,03;42,96;18,89;42,56;19,89;44,59;19,36;43,57;17,53;50,79;5,93;81,03;18,00;38,34;18,50;46,00;17,10;43,00;5,77;744,53;81,67;7,00;36,33;2,83;5,25;5,25
Quarta;230;30;20,00;43,16;18,89;42,80;19,89;44,59;19,69;43,90;17,60;50,79;5,53;82,89;18,07;38,90;18,50;46,13;17,07;42,93;5,58;744,62;83,33;7,00;38,17;2,97;43,23;43,23
Quarta;80;40;20,00;43,90;18,86;43,40;19,79;44,47;20,16;43,83;17,60;50,74;5,26;83,43;18,13;39,33;18,50;46,33;17,00;42,86;5,40;744,70;85,00;7,00;40,00;3,10;30,73;30,73
Quarta;90;30;20,00;43,70;18,86;43,47;19,79;44,47;20,29;43,63;17,50;50,83;5,06;84,26;18,20;39,33;18,60;46,63;17,03;42,83;5,30;744,75;86,00;6,83;40,00;3,15;27,86;27,86
Quarta;70;20;20,00;43,76;18,93;43,36;19,79;44,40;20,20;43,49;17,50;50,90;4,93;85,06;18,25;39,45;18,67;46,83;17,03;42,83;5,20;744,80;87,00;6,67;40,00;3,20;16,44;16,44
Quarta;40;10;20,03;44,00;19,00;43,29;19,79;44,40;20,20;43,10;17,50;51,00;4,93;86,46;18,20;39,26;18,70;47,03;17,00;42,70;5,10;744,85;88,00;6,50;40,00;3,25;22,66;22,66
Quarta;40;0;20,10;44,26;19,20;43,29;19,89;44,40;20,10;42,84;17,50;51,00;5,00;87,66;18,20;39,13;18,76;46,90;17,00;42,76;5,00;744,90;89,00;6,33;40,00;3,30;25,02;25,02
Quarta;30;0;20,10;44,20;19,25;43,24;19,89;44,33;19,96;42,59;17,50;51,09;4,90;88,63;18,10;39,09;18,70;46,77;17,00;42,79;4,90;744,95;90,00;6,17;40,00;3,35;9,04;9,04
Quarta;50;0;20,10;44,13;19,29;43,09;19,79;44,09;19,89;42,59;17,50;51,09;4,90;89,43;18,10;39,09;18,70;46,65;17,00;42,79;4,80;745,00;91,00;6,00;40,00;3,40;26,48;26,48
Quarta;50;0;20,10;44,06;19,37;42,92;19,79;44,09;19,86;42,56;17,50;51,00;4,87;90,23;18,07;39,06;18,60;46,50;17,00;42,79;4,75;745,03;91,33;6,17;40,00;3,40;3,76;3,76
Quarta;60;0;20,10;44,00;19,39;42,90;19,79;44,13;19,79;42,50;17,50;51,00;4,87;90,89;18,00;39,00;18,53;46,56;16,93;42,79;4,70;745,07;91,67;6,33;40,00;3,40;13,89;13,89
Quarta;50;0;20,10;43,90;19,39;42,76;19,79;44,20;19,76;42,53;17,50;51,00;4,93;91,40;17,96;39,00;18,50;46,90;16,89;42,79;4,65;745,10;92,00;6,50;40,00;3,40;10,63;10,63
Quarta;60;0;20,10;43,83;19,39;42,70;19,79;44,20;19,70;42,53;17,50;51,00;4,93;91,26;17,89;39,00;18,50;47,13;16,96;42,86;4,60;745,13;92,33;6,67;40,00;3,40;14,24;14,24
Quarta;60;0;20,03;43,73;19,39;42,66;19,79;44,20;19,67;42,56;17,50;50,97;4,63;90,96;17,89;39,00;18,50;47,26;16,89;42,90;4,55;745,17;92,67;6,83;40,00;3,40;44,75;44,75
Quarta;60;0;20,10;43,73;19,39;42,53;19,79;44,29;19,60;42,50;17,50;50,90;4,40;91,27;17,89;39,00;18,50;47,33;16,89;42,90;4,50;745,20;93,00;7,00;40,00;3,40;22,31;22,31
Quarta;50;0;20,07;43,49;19,36;42,50;19,79;44,29;19,60;42,50;17,50;50,86;4,37;92,46;17,79;38,90;18,50;47,40;16,89;42,90;4,53;745,32;92,67;6,83;40,00;3,40;39,00;39,00
Quarta;50;0;20,00;43,29;19,29;42,43;19,79;44,29;19,53;42,50;17,50;50,79;4,53;93,19;17,79;38,90;18,39;47,40;16,89;42,90;4,57;745,43;92,33;6,67;40,00;3,40;44,03;44,03
Quarta;50;0;20,00;43,15;19,29;42,45;19,79;44,29;19,50;42,50;17,50;50,79;4,59;93,19;17,79;38,90;18,39;47,40;16,89;42,84;4,60;745,55;92,00;6,50;40,00;3,40;20,66;20,66
Quarta;50;0;20,00;43,06;19,26;42,47;19,79;44,29;19,50;42,50;17,50;50,73;4,56;93,06;17,79;38,97;18,39;47,40;16,89;42,83;4,63;745,67;91,67;6,33;40,00;3,40;3,19;3,19
Quarta;50;0;19,93;43,00;19,20;42,40;19,79;44,29;19,46;42,47;17,39;50,59;4,37;92,93;17,79;39,00;18,39;47,40;16,89;42,90;4,67;745,78;91,33;6,17;40,00;3,40;16,77;16,77
Quarta;60;0;19,89;42,86;19,20;42,33;19,79;44,29;19,39;42,40;17,39;50,53;4,26;93,37;17,73;39,00;18,39;47,40;16,89;42,90;4,70;745,90;91,00;6,00;40,00;3,40;36,19;36,19
Quarta;60;0;19,89;42,79;19,20;42,33;19,79;44,26;19,39;42,43;17,39;50,50;4,26;93,89;17,70;39,00;18,39;47,33;16,89;42,90;4,80;745,95;90,50;6,17;38,17;3,42;16,88;16,88
Quarta;40;0;19,89;42,70;19,10;42,36;19,79;44,20;19,32;42,50;17,39;50,47;4,40;94,26;17,70;39,00;18,29;47,29;16,89;42,90;4,90;746,00;90,00;6,33;36,33;3,43;31,52;31,52
Quarta;30;0;19,82;42,63;19,10;42,29;19,79;44,16;19,29;42,50;17,39;50,40;4,47;94,40;17,70;39,00;18,29;47,29;16,89;42,83;5,00;746,05;89,50;6,50;34,50;3,45;42,03;42,03
Quarta;30;20;19,79;42,59;19,04;42,24;19,73;44,09;19,29;42,50;17,39;50,40;4,62;94,40;17,63;38,92;18,29;47,29;16,79;42,79;5,10;746,10;89,00;6,67;32,67;3,47;42,81;42,81
Quarta;30;10;19,79;42,72;19,00;42,06;19,70;44,00;19,29;42,69;17,39;50,33;4,69;94,26;17,72;39,33;18,29;47,48;16,79;42,79;5,20;746,15;88,50;6,83;30,83;3,48;19,57;19,57
Quarta;40;0;19,76;42,76;19,00;41,89;19,70;44,06;19,29;42,73;17,39;50,29;4,83;94,40;17,78;39,69;18,36;47,71;16,89;43,20;5,30;746,20;88,00;7,00;29,00;3,50;19,02;19,02
Quarta;50;10;19,70;42,70;19,00;41,99;19,70;44,13;19,23;42,79;17,39;50,29;4,97;94,59;17,81;40,20;18,48;48,34;16,89;43,80;5,33;746,27;87,33;6,83;30,83;3,40;44,77;44,77
Quarta;50;0;19,70;42,70;19,00;42,06;19,70;44,20;19,20;43,00;17,39;50,33;5,09;94,63;17,86;40,69;18,56;48,84;16,89;44,19;5,37;746,33;86,67;6,67;32,67;3,30;32,22;32,22
Quarta;50;0;19,63;42,63;18,91;42,25;19,73;44,29;19,20;43,13;17,39;50,47;5,09;94,29;17,89;40,94;18,60;49,32;16,89;44,66;5,40;746,40;86,00;6,50;34,50;3,20;37,05;37,05
Quarta;40;0;19,67;43,00;18,89;42,41;19,79;44,29;19,20;43,23;17,39;50,53;5,19;93,63;17,84;41,09;18,60;49,66;16,93;45,10;5,43;746,47;85,33;6,33;36,33;3,10;30,27;30,27
Quarta;50;0;19,60;43,00;18,89;42,50;19,79;44,43;19,20;43,36;17,39;50,66;5,27;92,47;17,84;41,27;18,60;50,06;16,93;45,43;5,47;746,53;84,67;6,17;38,17;3,00;45,15;45,15
Quarta;40;0;19,60;43,00;18,89;42,65;19,79;44,50;19,13;43,40;17,36;50,79;5,37;90,80;17,85;41,44;18,63;50,39;17,00;45,70;5,50;746,60;84,00;6,00;40,00;2,90;14,69;14,69
Quarta;40;0;19,53;43,00;18,81;42,70;19,79;44,53;19,13;43,47;17,36;50,86;5,50;89,10;17,89;41,59;18,61;50,57;17,00;45,83;5,58;746,73;83,33;6,33;40,00;2,87;9,56;9,56
Quarta;40;0;19,50;43,09;18,79;42,76;19,79;44,59;19,10;43,50;17,29;51,03;5,56;87,37;17,80;41,73;18,60;50,88;17,00;46,03;5,67;746,87;82,67;6,67;40,00;2,83;44,32;44,32
Quarta;40;0;19,50;43,09;18,79;42,86;19,79;44,59;19,10;43,50;17,29;51,09;5,69;85,43;17,79;41,94;18,63;51,25;17,00;46,16;5,75;747,00;82,00;7,00;40,00;2,80;25,17;25,17
Quarta;50;0;19,50;43,15;18,79;43,00;19,79;44,59;19,10;43,53;17,29;51,23;5,69;84,62;17,79;42,13;18,70;51,47;17,00;46,29;5,83;747,13;81,33;7,33;40,00;2,77;43,85;43,85
Quarta;50;0;19,50;43,20;18,77;43,05;19,89;44,83;19,03;43,53;17,29;51,29;5,80;83,83;17,79;42,29;18,70;51,59;17,00;46,53;5,92;747,27;80,67;7,67;40,00;2,73;9,46;9,46
Quinta;50;0;19,43;43,20;18,70;43,09;19,89;44,90;19,00;43,59;17,29;51,40;5,87;82,56;17,84;42,49;18,70;51,63;17,00;46,66;6,00;747,40;80,00;8,00;40,00;2,70;37,91;37,91
Quinta;30;0;19,39;43,20;18,70;43,20;19,89;44,84;19,00;43,59;17,29;51,40;6,00;80,96;17,80;42,59;18,73;51,79;17,00;46,83;5,88;747,53;81,33;8,00;37,83;2,83;36,22;36,22
Quinta;20;0;19,39;43,26;18,70;43,26;19,89;44,86;18,96;43,63;17,29;51,50;6,00;80,69;17,82;42,90;18,79;51,92;17,00;46,97;5,77;747,67;82,67;8,00;35,67;2,97;47,19;47,19
Quinta;30;0;19,39;43,29;18,69;43,31;19,89;44,79;18,89;43,70;17,29;51,59;5,73;84,03;17,89;43,16;18,75;52,19;17,00;47,13;5,65;747,80;84,00;8,00;33,50;3,10;27,38;27,38
Quinta;20;0;19,39;43,36;18,68;43,40;19,89;44,79;18,89;43,70;17,29;51,59;5,53;86,56;17,89;43,20;18,82;52,25;17,00;47,26;5,53;747,93;85,33;8,00;31,33;3,23;35,59;35,59
Quinta;40;0;19,39;43,40;18,64;43,43;19,82;44,73;18,89;43,76;17,29;51,70;5,50;87,46;17,89;43,43;18,88;52,32;17,00;47,43;5,42;748,07;86,67;8,00;29,17;3,37;19,45;19,45
Quinta;50;0;19,32;43,47;18,60;43,46;19,79;44,70;18,89;43,79;17,29;51,70;5,56;86,33;17,89;43,59;18,75;52,29;17,00;47,56;5,30;748,20;88,00;8,00;27,00;3,50;5,04;5,04
Quinta;60;0;19,29;43,50;18,60;43,50;19,79;44,76;18,89;43,83;17,29;51,73;5,50;86,33;17,89;43,59;18,70;52,43;17,03;47,77;5,30;748,32;88,50;8,00;26,00;3,57;46,37;46,37
Quinta;50;0;19,29;43,56;18,60;43,56;19,79;44,79;18,89;43,90;17,29;51,79;5,43;87,47;17,89;43,66;18,70;52,63;17,03;47,97;5,30;748,43;89,00;8,00;25,00;3,63;14,16;14,16
Quinta;40;0;19,29;43,59;18,59;43,59;19,86;44,86;18,79;43,90;17,29;51,90;5,40;89,33;17,89;43,86;18,70;53,17;17,00;48,16;5,30;748,55;89,50;8,00;24,00;3,70;29,53;29,53
Quinta;40;0;19,29;43,59;18,50;43,59;19,89;44,90;18,79;43,90;17,29;51,90;5,40;89,97;17,89;44,00;18,70;53,47;17,00;48,36;5,30;748,67;90,00;8,00;23,00;3,77;5,52;5,52
Quinta;50;0;19,29;43,70;18,50;43,64;19,89;44,90;18,79;43,93;17,29;51,93;5,40;89,83;17,89;44,37;18,70;54,01;17,10;48,66;5,30;748,78;90,50;8,00;22,00;3,83;42,03;42,03
Quinta;40;0;19,29;43,76;18,50;43,69;19,89;44,90;18,79;44,00;17,29;52,00;5,40;89,26;17,98;44,68;18,70;54,56;17,03;48,79;5,30;748,90;91,00;8,00;21,00;3,90;15,90;15,90
Quinta;40;0;19,20;43,70;18,50;43,70;19,89;44,97;18,79;44,00;17,29;52,03;5,47;89,19;18,00;44,76;18,70;54,85;17,10;48,96;5,33;749,08;90,67;8,00;21,50;3,88;39,14;39,14
Quinta;50;0;19,20;43,76;18,50;43,77;19,89;45,00;18,79;44,06;17,23;52,03;5,50;88,39;18,00;44,77;18,75;55,00;17,10;49,09;5,37;749,27;90,33;8,00;22,00;3,87;13,38;13,38
Quinta;50;0;19,20;43,79;18,50;43,84;19,89;45,00;18,76;44,09;17,26;52,09;5,56;87,33;18,00;44,69;18,70;54,94;17,10;49,23;5,40;749,45;90,00;8,00;22,50;3,85;10,93;10,93
Quinta;50;0;19,20;43,86;18,50;43,90;19,89;45,00;18,70;44,09;17,26;52,16;5,59;86,06;18,00;44,68;18,73;54,96;17,10;49,32;5,43;749,63;89,67;8,00;23,00;3,83;25,84;25,84
Quinta;40;0;19,20;43,90;18,48;43,86;19,96;45,00;18,70;44,13;17,20;52,09;5,66;86,00;18,00;44,61;18,77;54,88;17,10;49,47;5,47;749,82;89,33;8,00;23,50;3,82;13,45;13,45
Quinta;30;0;19,10;43,93;18,49;43,79;19,89;45,03;18,70;44,13;17,20;52,16;5,69;85,33;18,00;44,71;18,74;54,77;17,10;49,53;5,50;750,00;89,00;8,00;24,00;3,80;9,06;9,06
Quinta;20;0;19,10;44,00;18,42;43,81;19,89;45,07;18,70;44,13;17,20;52,23;5,69;85,06;18,01;44,78;18,73;54,66;17,10;49,59;5,48;750,20;89,00;8,00;24,00;3,78;25,93;25,93
Quinta;20;0;19,10;44,00;18,40;43,80;19,89;45,00;18,70;44,20;17,20;52,29;5,69;84,76;18,03;44,76;18,71;54,55;17,10;49,59;5,47;750,40;89,00;8,00;24,00;3,77;28,14;28,14
Quinta;20;0;19,10;44,00;18,39;43,79;19,89;45,00;18,70;44,20;17,20;52,29;5,69;84,63;18,06;44,79;18,73;54,43;17,10;49,66;5,45;750,60;89,00;8,00;24,00;3,75;6,46;6,46
Quinta;50;0;19,10;44,09;18,39;43,79;19,82;44,93;18,70;44,20;17,20;52,40;5,73;83,20;18,03;44,69;18,72;54,29;17,10;49,70;5,43;750,80;89,00;8,00;24,00;3,73;12,82;12,82
Quinta;50;0;19,10;44,09;18,37;43,84;19,79;44,93;18,63;44,13;17,20;52,40;5,80;82,26;18,00;44,66;18,73;54,20;17,10;49,76;5,42;751,00;89,00;8,00;24,00;3,72;35,90;35,90
Quinta;50;0;19,03;44,03;18,31;43,90;19,79;45,00;18,63;44,20;17,20;52,43;5,83;80,99;18,00;44,67;18,70;54,15;17,10;49,79;5,40;751,20;89,00;8,00;24,00;3,70;48,07;48,07
Quinta;40;0;19,03;44,09;18,34;43,90;19,82;45,03;18,60;44,15;17,20;52,50;5,83;80,20;18,05;44,66;18,72;54,09;17,10;49,79;5,37;751,32;89,17;8,00;23,67;3,68;5,01;5,01
Quinta;40;0;19,00;44,09;18,34;43,92;19,82;45,03;18,60;44,13;17,20;52,50;5,80;80,14;18,00;44,69;18,74;54,09;17,20;49,90;5,33;751,43;89,33;8,00;23,33;3,67;38,16;38,16
Quinta;50;0;19,00;44,09;18,29;43,91;19,89;45,06;18,60;44,20;17,20;52,50;5,76;79,73;18,00;44,78;18,73;54,02;17,20;49,90;5,30;751,55;89,50;8,00;23,00;3,65;47,40;47,40
Quinta;40;0;19,00;44,09;18,29;43,90;19,89;45,06;18,53;44,20;17,20;52,59;5,62;79,86;18,03;44,92;18,70;53,93;17,20;49,97;5,27;751,67;89,67;8,00;22,67;3,63;40,93;40,93
Quinta;50;0;19,00;44,16;18,29;43,94;19,89;45,06;18,60;44,20;17,20;52,59;5,62;80,03;18,03;44,95;18,70;53,86;17,20;49,97;5,23;751,78;89,83;8,00;22,33;3,62;15,41;15,41
Quinta;50;0;18,96;44,20;18,27;43,98;19,89;45,06;18,57;44,20;17,20;52,59;5,69;79,63;18,01;44,89;18,70;53,78;17,20;50,00;5,20;751,90;90,00;8,00;22,00;3,60;32,48;32,48
Quinta;50;0;18,89;44,20;18,29;44,00;19,89;45,09;18,50;44,20;17,20;52,66;5,56;78,83;18,00;44,83;18,70;53,73;17,20;50,06;5,17;752,05;90,00;7,83;22,17;3,57;47,67;47,67
Quinta;40;0;18,89;44,20;18,25;44,00;19,89;45,09;18,50;44,20;17,10;52,70;5,43;78,43;18,00;44,90;18,70;53,66;17,20;50,13;5,13;752,20;90,00;7,67;22,33;3,53;47,69;47,69
Quinta;40;0;18,89;44,20;18,20;44,00;19,96;45,09;18,50;44,20;17,17;52,70;5,23;78,82;18,00;44,95;18,70;53,59;17,20;50,20;5,10;752,35;90,00;7,50;22,50;3,50;17,00;17,00
Quinta;50;0;18,89;44,23;18,20;44,00;19,89;45,09;18,50;44,20;17,20;52,79;5,37;78,96;18,00;45,07;18,70;53,50;17,20;50,20;5,07;752,50;90,00;7,33;22,67;3,47;13,12;13,12
Quinta;20;0;18,89;44,29;18,20;44,00;19,93;45,09;18,50;44,20;17,20;52,79;5,50;78,63;18,00;45,24;18,70;53,42;17,20;50,20;5,03;752,65;90,00;7,17;22,83;3,43;8,27;8,27
Quinta;20;0;18,89;44,29;18,20;44,00;19,93;45,03;18,46;44,16;17,17;52,79;5,56;78,37;18,01;45,30;18,70;53,39;17,20;50,26;5,00;752,80;90,00;7,00;23,00;3,40;16,11;16,11
Quinta;50;0;18,86;44,37;18,20;44,00;19,89;45,06;18,46;44,16;17,13;52,79;5,59;78,60;18,03;45,40;18,70;53,30;17,20;50,33;5,02;752,98;89,83;6,83;25,83;3,40;25,51;25,51
Quinta;30;10;18,79;44,72;18,20;44,07;19,82;44,82;18,39;44,13;17,10;52,79;5,59;78,93;18,06;45,55;18,70;53,29;17,20;50,33;5,03;753,17;89,67;6,67;28,67;3,40;46,20;46,20
Quinta;50;10;18,89;45,03;18,20;44,29;19,73;44,63;18,39;44,13;17,17;53,32;5,59;79,16;18,07;45,53;18,68;53,25;17,20;50,29;5,05;753,35;89,50;6,50;31,50;3,40;25,55;25,55
Quinta;50;10;18,89;45,09;18,17;44,42;19,70;44,59;18,39;44,09;18,85;84,90;5,53;79,30;18,00;45,17;18,63;53,16;17,20;50,29;5,07;753,53;89,33;6,33;34,33;3,40;12,88;12,88
Quinta;200;0;18,89;45,00;18,18;44,54;19,70;44,53;18,39;44,16;18,76;84,79;5,53;79,47;18,05;46,08;18,64;53,26;17,20;50,33;5,08;753,72;89,17;6,17;37,17;3,40;2,32;2,32
Quinta;110;10;18,89;45,00;18,15;44,59;19,60;44,22;18,39;44,16;18,97;83,52;5,59;79,33;18,10;46,26;18,60;53,14;17,20;50,40;5,10;753,90;89,00;6,00;40,00;3,40;20,89;20,89
Quinta;80;10;18,79;44,63;18,10;44,20;19,53;43,83;18,39;44,09;19,76;73,52;5,59;79,35;18,10;45,66;18,60;52,83;17,20;50,22;5,08;753,97;89,17;5,83;36,67;3,40;42,70;42,70
Quinta;50;0;18,79;44,50;18,10;43,97;19,50;43,90;18,39;44,09;19,30;66,79;5,59;79,40;18,00;44,83;18,60;52,30;17,20;49,96;5,07;754,03;89,33;5,67;33,33;3,40;17,36;17,36
Quinta;50;0;18,79;44,59;18,05;43,84;19,50;43,97;18,39;43,97;18,89;63,09;5,59;79,59;17,95;44,30;18,55;51,90;17,20;49,60;5,05;754,10;89,50;5,50;30,00;3,40;6,57;6,57
Quinta;50;0;18,79;44,53;18,10;43,82;19,50;44,00;18,32;43,90;18,61;59,86;5,59;79,90;17,89;43,16;18,50;51,50;17,20;49,19;5,03;754,17;89,67;5,33;26,67;3,40;18,72;18,72
Quinta;40;0;18,79;44,36;18,10;43,79;19,50;44,00;18,29;43,79;18,50;58,83;5,59;80,09;17,89;42,84;18,50;51,07;17,10;48,80;5,02;754,23;89,83;5,17;23,33;3,40;31,57;31,57
Quinta;40;0;18,79;44,23;18,00;43,65;19,50;43,90;18,29;43,79;18,36;57,80;5,59;79,90;17,89;42,51;18,50;50,90;17,10;48,46;5,00;754,30;90,00;5,00;20,00;3,40;19,50;19,50
Quinta;30;0;18,79;44,06;18,00;43,70;19,50;43,90;18,29;43,70;18,29;57,24;5,59;79,50;17,79;41,97;18,39;50,56;17,10;48,10;5,00;754,45;89,67;4,83;21,50;3,37;34,48;34,48
Quinta;180;20;18,79;43,93;18,00;43,45;19,50;43,97;18,29;43,70;18,22;56,47;5,56;79,40;17,79;41,77;18,39;50,29;17,10;47,80;5,00;754,60;89,33;4,67;23,00;3,33;34,47;34,47
Quinta;350;30;18,79;43,90;18,00;43,36;19,43;43,77;18,23;43,66;18,20;55,80;5,50;79,40;17,76;41,43;18,39;50,03;17,10;47,40;5,00;754,75;89,00;4,50;24,50;3,30;27,75;27,75
Quinta;350;20;18,79;43,90;18,00;43,36;19,39;43,59;18,50;43,86;18,20;55,73;5,47;79,06;17,70;41,23;18,29;49,76;17,10;47,07;5,00;754,90;88,67;4,33;26,00;3,27;21,48;21,48
Quinta;300;30;18,79;44,00;18,00;43,40;19,39;43,59;18,82;44,00;18,26;56,66;5,40;79,13;17,70;41,03;18,29;49,63;17,00;46,72;5,00;755,05;88,33;4,17;27,50;3,23;22,64;22,64
Quinta;400;20;18,86;44,06;18,07;43,47;19,39;43,59;19,03;44,00;18,29;56,67;5,50;79,16;17,70;40,83;18,29;49,36;17,00;46,42;5,00;755,20;88,00;4,00;29,00;3,20;15,32;15,32
Quinta;390;30;18,89;44,23;18,13;43,59;19,46;43,66;19,46;44,06;18,29;56,47;5,50;79,09;17,70;40,65;18,29;49,23;17,00;46,16;5,00;755,32;88,00;4,17;30,83;3,18;28,92;28,92
Quinta;290;30;19,00;44,40;18,26;43,66;19,50;43,70;19,73;43,93;18,20;55,79;5,59;78,99;17,73;41,67;18,26;49,13;17,00;45,86;5,00;755,43;88,00;4,33;32,67;3,17;45,52;45,52
Quinta;60;30;19,10;44,50;18,32;43,50;19,50;43,70;20,07;43,66;18,13;55,73;5,59;78,66;17,86;42,27;18,20;48,93;17,00;45,73;5,00;755,55;88,00;4,50;34,50;3,15;7,13;7,13
